gene,score,guide_signif,guide_all,n_downstream,n_cells_target,n_guides,single_guide,ontarget_signif,distal_offtarget,neighboring_KD,qc_pass,status,hub_flag,k562_concordance,specificity_flag,axis,condition,specificity_call,is_clean,clean_strict
NEB,0.008028342,-0.1954214835927067,0.0015471861699762,10.0,718.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
YOD1,0.008036361,,,4.0,298.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ACP5,0.008052185,,0.0613616921675827,0.0,435.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ALG12,0.008074402,0.8612769388709056,0.0669096416879122,67.0,710.0,2.0,False,True,False,True,False,authors-nominated,,0.2913,,activation,Stim8hr,T-cell-specific(measured),True,True
DNAJC13,0.008142997,1.0,0.0245633960731215,1.0,621.0,2.0,False,True,False,False,False,novel,,0.2944,,activation,Stim8hr,T-cell-specific(measured),True,True
METRNL,0.008164451,,,2.0,291.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FAF2,0.008187905,,,301.0,86.0,2.0,False,True,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
CDKN1C,0.008234962,,0.0229115454531767,0.0,384.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
VOPP1,0.008245257,,,0.0,278.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
IFNAR2,0.008279939,0.8132834985855013,0.057351077904776,20.0,322.0,2.0,False,True,False,False,True,novel,,,,activation,Stim8hr,no-K562-data,True,False
NTRK3,0.008306114,,0.0174087155254714,1.0,402.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PSMD5,0.008314935,1.0,0.1024255472659531,1.0,497.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PLIN3,0.008330573,1.0,0.0891151674409201,2.0,490.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CCDC28A,0.008336009,,,0.0,79.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
LRRC47,0.008412106,0.1235309532584904,-0.0618023043299822,0.0,286.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SERAC1,0.008433579,0.8697258464788844,0.1581753708546446,3.0,709.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
AR,0.008470523,0.9515308958713304,0.0846255610552011,3.0,585.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RNF5,0.008475854,0.999812125119906,-0.0394067982272424,3.0,772.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
JTB,0.008478929,,,4.0,97.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SLC18A2,0.008487425,,,3.0,271.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF79,0.008521216,,0.0711659100719124,1.0,540.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CDK6,0.008567192,,0.0106747889280213,2.0,617.0,2.0,False,True,False,False,False,novel,,0.2861,,activation,Stim8hr,T-cell-specific(measured),True,True
PLXDC1,0.008583564,,0.1191486115078638,0.0,545.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
AEBP2,0.008625097,,,54.0,518.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DBH,0.008670724,,,0.0,227.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ASL,0.008689129,,0.0921265293802263,0.0,488.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZSCAN5B,0.008751832,0.953346409588702,0.1323713469846937,6.0,611.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CCNI2,0.008771556,0.9986008500123468,-0.0082965802384462,0.0,1058.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ADIPOR1,0.008789735,1.0,0.1352361679863409,1.0,816.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NDUFS2,0.008809166,1.0,0.1193033175693351,1.0,1256.0,2.0,False,True,False,False,False,novel,,0.2824,,activation,Stim8hr,T-cell-specific(measured),True,True
TOE1,0.0088137,-0.7928965527247167,0.1015205207362261,2.0,492.0,2.0,False,True,False,True,False,novel,,0.4482,,activation,Stim8hr,T-cell-specific(measured),True,True
ZNF578,0.0088325115,,0.0274909051401471,10.0,386.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PPIL4,0.008833076,,,24.0,27.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MCHR1,0.008840063,,0.1468125837314448,0.0,810.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MSH6,0.008864179,1.0,0.0876686268952876,2.0,649.0,2.0,False,True,False,False,False,novel,,0.2071,,activation,Stim8hr,T-cell-specific(measured),True,True
ZNF729,0.008990152,,,1.0,199.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TBC1D19,0.008993966,-0.6075185242333114,0.0404399143379734,8.0,295.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NFATC4,0.008995699,0.0723259096399949,0.0360172217246228,14.0,1693.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ARL10,0.009040587,,,0.0,403.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RHOXF2,0.00905679,0.3323664019313044,-0.0282252851804297,4.0,1279.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CYREN,0.00905906,0.7558818500743534,0.0082653449900571,14.0,402.0,2.0,False,True,False,False,False,novel,,0.3589,,activation,Stim8hr,T-cell-specific(measured),True,True
SLC39A14,0.009075616,,0.1161408419139026,1.0,601.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ARHGAP25,0.009085824,-0.6201101453345726,0.075674636766305,0.0,428.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DDX5,0.009099704,,,37.0,200.0,1.0,True,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZFYVE9,0.009140729,-0.2999762952247298,0.0792288832281152,5.0,860.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
E2F2,0.00916929,,,0.0,363.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NPIPA7,0.009181602,,,26.0,260.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CCNDBP1,0.009209195,,0.0711512528373423,0.0,775.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
KCNC4,0.009218883,,0.0169801865250228,0.0,574.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
S100PBP,0.009221143,,,45.0,149.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
KIF1A,0.009239998,,0.0786698982459743,0.0,436.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RNF103,0.009251101,0.519617443661375,0.0541041611217208,4.0,475.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MREG,0.00926778,,0.0857533238938937,2.0,906.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GIPR,0.009277842,,0.0913839763471679,1.0,851.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
POU6F2,0.009282314,-0.993390083428784,-0.0480868207241219,0.0,305.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CLCN5,0.009327555,,0.0596212014200508,0.0,595.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
KCNA6,0.009352194,,,1.0,69.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
AKAP12,0.009368549,,0.0880310949377978,1.0,957.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PITHD1,0.009373413,-0.4718818443769876,-0.0260130953636581,9.0,303.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TOM1L2,0.009380984,,,1.0,972.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
HES2,0.009382625,1.0,0.1156395035812044,2.0,815.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
REST,0.00938541,0.4794170906391033,0.286679438489901,186.0,91.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
APOL6,0.009447017,-0.3702851540675614,0.0299990769874534,6.0,275.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZIC4,0.00945609,-0.574887433505055,0.076162709576381,13.0,538.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GAS2,0.009483657,,0.127771442668349,0.0,647.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
IRF2BPL,0.009500064,,0.0929497483486476,0.0,694.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GLB1L3,0.0095122205,0.8814327633428398,0.0631332382511651,3.0,703.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
YBX2,0.009522705,0.2594621453087411,0.0734610216985849,4.0,488.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PTGS1,0.009523657,1.0,0.1247777110688637,0.0,407.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NIPA1,0.009539391,,0.1436430500503278,0.0,614.0,2.0,False,True,False,False,False,novel,,0.1652,,activation,Stim8hr,T-cell-specific(measured),True,True
RAB11FIP3,0.0095700985,-0.115709989832583,0.024603125010776,13.0,158.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
KCTD12,0.009578838,0.6754078767839565,0.0859583602652515,2.0,565.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
COL22A1,0.009593456,,,1.0,427.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PPP1R14C,0.009608971,0.3208728625862831,0.0389021256521039,1.0,369.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
BLM,0.009616557,,,0.0,100.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PIM3,0.009638283,,,2.0,95.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TSPO,0.009654004,0.8089742867772526,0.0091194551916945,1.0,1342.0,2.0,False,True,False,False,False,novel,,0.3043,,activation,Stim8hr,T-cell-specific(measured),True,True
SOWAHC,0.0096727265,,0.1133756216461981,0.0,290.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FUT10,0.009745247,,0.0077627720193127,0.0,596.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TRMT12,0.009772901,,0.1091220835193044,0.0,470.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MLLT11,0.009810797,,0.1001265869615246,1.0,566.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ADIRF,0.009882171,,0.1235435490824915,1.0,1193.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MYL5,0.009886408,0.5390592377228431,-0.0559177934707803,17.0,504.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PRDM12,0.009891213,,0.0326591856210935,1.0,1564.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
COA5,0.009937116,0.7688524108800008,0.2234978853386019,302.0,403.0,2.0,False,True,False,True,False,novel,,0.417,,activation,Stim8hr,T-cell-specific(measured),True,True
PDIA4,0.009947466,1.0,0.0098997284367056,2.0,553.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FNDC3B,0.009992024,,-0.0678095392116337,0.0,730.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CST7,0.009998241,,0.0453180861814914,0.0,877.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RAD51AP1,0.01002341,1.0,0.0384100514635185,2.0,406.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NOTCH1,0.010041289,0.6124423556417381,0.1859486494983398,0.0,473.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MAP3K7CL,0.010066853,0.7328665850946722,0.0475739638019782,0.0,1878.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CENPW,0.01010109,,,3.0,51.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PELI2,0.010110484,,,3.0,179.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
IDH3G,0.010128185,1.0,0.1043763564914034,1.0,725.0,2.0,False,True,False,True,False,novel,,0.2172,,activation,Stim8hr,T-cell-specific(measured),True,True
ARMC5,0.010130009,,0.0778165156509199,2.0,325.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
POLE3,0.010132659,0.4921547763370187,0.0708481211109736,11.0,276.0,2.0,False,True,False,False,False,novel,,0.3239,,activation,Stim8hr,T-cell-specific(measured),True,True
PAX4,0.01013784,,0.0997490847933181,1.0,870.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ADCK2,0.010195007,1.0,0.0612512921527328,0.0,717.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TMEM106B,0.010200369,0.2388445574949459,0.1830047102042984,2.0,326.0,2.0,False,True,False,False,False,novel,,0.3576,,activation,Stim8hr,T-cell-specific(measured),True,True
VCPKMT,0.01026627,0.7188024397666278,0.0184253779635806,0.0,865.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ETFRF1,0.0102717085,,0.0198081387997427,0.0,497.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF106,0.010308559,,-0.0253734926135269,1.0,896.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SYTL3,0.010322364,1.0,0.0288941601434752,1.0,822.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GRB10,0.010345141,,0.0675649885415725,2.0,923.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF26,0.010351847,,0.0958790570888377,0.0,506.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NDUFB1,0.010370379,,,1.0,187.0,1.0,True,False,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PPP4C,0.010374301,0.7269601347432751,0.0665212749123082,171.0,151.0,2.0,False,True,False,False,True,novel,,0.2678,,activation,Stim8hr,T-cell-specific(measured),True,True
ANXA11,0.010379914,1.0,0.1842730315266537,0.0,704.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TMEM50A,0.010419796,1.0,0.1084329477364926,2.0,740.0,2.0,False,True,False,False,False,novel,,0.2487,,activation,Stim8hr,T-cell-specific(measured),True,True
MGLL,0.01043498,,-0.0426369687218579,1.0,1426.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PDE4B,0.010461365,1.0,0.0516562645489222,0.0,790.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MRPL9,0.010479055,,0.1018986964932272,0.0,810.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CCDC169-SOHLH2,0.010483697,,,4.0,243.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZFP91,0.010520328,,,0.0,391.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TBK1,0.010526264,0.4840144674128211,-0.0001577211669353,4.0,297.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MRPL2,0.010531688,0.1332310154819777,0.0926186601400815,387.0,460.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SLC26A5,0.010538205,-0.8756111474962901,-0.0032290818398844,2.0,369.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ENTPD6,0.010538463,,,2.0,66.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ESD,0.010551451,0.9254269605319422,0.1629992034070405,7.0,519.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MAGED2,0.010731808,0.4716822348341679,0.0010786738454216,3.0,284.0,2.0,False,True,False,False,False,novel,,0.197,,activation,Stim8hr,T-cell-specific(measured),True,True
PHPT1,0.010742108,,0.1022436448419278,0.0,453.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
OGFR,0.010753216,,0.1313253869546346,1.0,724.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZMIZ1,0.010773137,,-0.0101231805873728,6.0,573.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FARP2,0.010784102,1.0,0.0433221950451434,0.0,1022.0,2.0,False,True,False,False,False,novel,,0.2153,,activation,Stim8hr,T-cell-specific(measured),True,True
ARL8A,0.010831175,,0.110925666961196,0.0,597.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF444,0.010835204,0.0914001871069375,0.0221480779078675,12.0,985.0,2.0,False,True,False,False,False,novel,,0.3385,,activation,Stim8hr,T-cell-specific(measured),True,True
ZNF610,0.010861295,,0.0244341247993007,0.0,1096.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
LPAR5,0.010870699,0.5229478496002772,0.1208366252366433,2.0,1581.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CTNNAL1,0.010879095,,,92.0,38.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
XKRX,0.010909317,,-0.0682967211252256,0.0,654.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PPP4R2,0.010923733,,,20.0,296.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GNS,0.010928884,-0.2939328531886718,0.0774214603851091,20.0,151.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF333,0.010930901,,0.0193518002535134,1.0,370.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF322,0.011044068,0.942439220654512,0.0617494617054003,2.0,761.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PHAF1,0.011047379,,0.1367812236413791,1.0,446.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FYCO1,0.011067812,,,2.0,158.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FLOT1,0.011087153,0.42793620198288,0.0157632124572321,2.0,586.0,2.0,False,True,False,True,False,novel,,0.3224,,activation,Stim8hr,T-cell-specific(measured),True,True
ZNF770,0.011107575,1.0,0.0831459276394188,1.0,1188.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ARB2A,0.011123099,,0.1082994685072213,0.0,745.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PPOX,0.011127816,-0.3559996029148123,0.1118751066278038,0.0,698.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF547,0.011141356,0.8781068711136157,0.0262499487560102,2.0,972.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FDFT1,0.0111834975,1.0,0.0822596843443764,0.0,291.0,2.0,False,True,False,False,False,novel,,0.3369,,activation,Stim8hr,T-cell-specific(measured),True,True
TESMIN,0.011215128,,0.0762184644559972,0.0,384.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DDB2,0.011314098,0.9937227444027622,0.1114154925225372,3.0,312.0,2.0,False,True,False,False,False,novel,,0.248,,activation,Stim8hr,T-cell-specific(measured),True,True
BASP1,0.011336898,,0.0443982522318489,0.0,664.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MARS2,0.011378063,,0.1478085222906464,0.0,359.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CFAP210,0.011389575,,0.0508794524772985,2.0,1308.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NUDT4,0.011401982,,0.0631384398208387,0.0,837.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SLC4A4,0.011404104,,0.1024192135030125,2.0,732.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
EML4,0.011409934,0.947096229111638,0.066014507406287,3.0,682.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
BLTP3B,0.011482249,,-0.0137133375635245,2.0,575.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PTPRE,0.011517318,,0.06170158183849,1.0,418.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
KIR3DL2,0.011551836,0.174907471960403,0.113581282772466,3.0,1054.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NUDT8,0.011558507,1.0,0.1729094044102718,0.0,606.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ST8SIA4,0.011565777,1.0,0.1011818859451472,2.0,906.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZMYM5,0.011641287,-0.6475897072486564,0.0872763814718093,2.0,700.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SOCS4,0.011663235,0.6245671112946813,0.159451000631117,106.0,269.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SERPINA1,0.011691881,,-0.0099296015660008,1.0,585.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MTA1,0.011693235,0.3442213199480187,0.0238905527052802,5.0,600.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ATP5PO,0.011708281,-0.0090509875848712,0.2402784547966736,93.0,412.0,2.0,False,True,False,False,False,novel,,0.5133,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
ZNF354B,0.01172572,0.7521801733469344,0.0448128253030803,1.0,323.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ABL1,0.01176672,,0.1502347725575809,1.0,397.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
HAUS8,0.011811821,,,0.0,88.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MYLK,0.011860102,,,1.0,594.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GPAA1,0.01186891,0.6439054677198393,0.0580123674484878,176.0,606.0,2.0,False,True,False,False,True,novel,,0.4665,,activation,Stim8hr,T-cell-specific(measured),True,True
FOXA1,0.01187306,-0.1296020636347712,0.0245277559076496,1.0,475.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF419,0.011877056,,0.093131172053561,0.0,1081.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
EDN1,0.011883593,,0.0861882418284723,1.0,569.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GDAP1,0.011906963,-0.0548690035113969,-0.0108972062865239,24.0,728.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CHD1,0.0119144,,0.0164737882685223,0.0,821.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
STIMATE-MUSTN1,0.011930713,-0.5795428363024983,0.0268207090601057,3.0,283.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
IFITM1,0.011934568,,0.1335545675297866,3.0,301.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF775,0.011981416,-0.5232481973350356,0.0497206689698491,17.0,198.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TRIM17,0.011994422,,0.0917390737168866,0.0,362.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
UBE3A,0.012037143,0.855502168015328,0.1257959258869521,1.0,506.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PCK1,0.012064499,,0.1137511833428223,0.0,419.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF331,0.01208444,,0.0876933988133175,0.0,681.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZC3H10,0.012098169,0.7679121903254957,0.1313450840504458,322.0,856.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF491,0.012113071,,0.0724075497710411,0.0,791.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NSUN3,0.012136065,0.9782746769307504,0.1590801952574124,2.0,407.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CCNY,0.012167401,,0.0928745246655688,2.0,274.0,2.0,False,True,False,False,False,novel,,0.3122,,activation,Stim8hr,T-cell-specific(measured),True,True
ABRACL,0.012179594,,,0.0,624.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NMUR1,0.0121896835,-0.3028020614646335,0.0294978585138895,14.0,618.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RAPGEFL1,0.012195003,,,0.0,410.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ACOT13,0.012199338,0.9771563060262898,0.1017769846331487,2.0,641.0,2.0,False,True,False,True,False,novel,,0.2007,,activation,Stim8hr,T-cell-specific(measured),True,True
ZNF518B,0.012215736,0.8444730290625456,0.0802950750658259,3.0,244.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SOCS7,0.0122240605,,0.0429178626122164,4.0,446.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
